time,human readable time,heartBeat,hrvAVHR,hrvAVNN,hrvFDCI,hrvHF,hrvLF,hrvNECT,hrvNN,hrvPNN20,hrvPNN50,hrvRMSSD,hrvSDNN,hrvSelected,hrvSelectedConfidence,hrvTDCI,ppg4,ppg4Beats,ppg4BeatsConfidence,ppg4Confidence
1431963045.273353,5/18/2015 18:30:45.273,,,,,,,,,,,,,,,,-264362
1431963045.274139,5/18/2015 18:30:45.274,,,,,,,,,,,,,,,,,,1
1431963045.274169,5/18/2015 18:30:45.274,1,,,,,,,,,,,,,,,,1
1431963045.2811656,5/18/2015 18:30:45.281,,,,,,,,,,,,,,,,-264360.96875
1431963045.288978,5/18/2015 18:30:45.288,,,,,,,,,,,,,,,,-264361.5
1431963045.2967906,5/18/2015 18:30:45.296,,,,,,,,,,,,,,,,-264361.28125
1431963045.304603,5/18/2015 18:30:45.304,,,,,,,,,,,,,,,,-264361
1431963045.3124156,5/18/2015 18:30:45.312,,,,,,,,,,,,,,,,-264362.03125
1431963045.320228,5/18/2015 18:30:45.320,,,,,,,,,,,,,,,,-264360.96875
1431963045.3280406,5/18/2015 18:30:45.328,,,,,,,,,,,,,,,,-264361.46875
1431963045.335853,5/18/2015 18:30:45.335,,,,,,,,,,,,,,,,-264361.28125
1431963045.3436656,5/18/2015 18:30:45.343,,,,,,,,,,,,,,,,-264361
1431963045.351478,5/18/2015 18:30:45.351,,,,,,,,,,,,,,,,-264362.03125
1431963045.3592906,5/18/2015 18:30:45.359,,,,,,,,,,,,,,,,-264360.96875
1431963045.367103,5/18/2015 18:30:45.367,,,,,,,,,,,,,,,,-264361.46875
1431963045.3749156,5/18/2015 18:30:45.374,,,,,,,,,,,,,,,,-264361.28125
1431963045.382728,5/18/2015 18:30:45.382,,,,,,,,,,,,,,,,-264361
1431963045.3905406,5/18/2015 18:30:45.390,,,,,,,,,,,,,,,,-264362.03125
1431963045.398353,5/18/2015 18:30:45.398,,,,,,,,,,,,,,,,-264360.96875
1431963045.4061656,5/18/2015 18:30:45.406,,,,,,,,,,,,,,,,-264361.46875
1431963045.413978,5/18/2015 18:30:45.413,,,,,,,,,,,,,,,,-264361.28125
1431963045.4217906,5/18/2015 18:30:45.421,,,,,,,,,,,,,,,,-264361
1431963045.429603,5/18/2015 18:30:45.429,,,,,,,,,,,,,,,,-264362.0625
1431963045.4374156,5/18/2015 18:30:45.437,,,,,,,,,,,,,,,,-264360.96875
1431963045.445228,5/18/2015 18:30:45.445,,,,,,,,,,,,,,,,-264361.375
1431963045.4530406,5/18/2015 18:30:45.453,,,,,,,,,,,,,,,,-264361.3125
1431963045.460853,5/18/2015 18:30:45.460,,,,,,,,,,,,,,,,-264361
1431963045.4686656,5/18/2015 18:30:45.468,,,,,,,,,,,,,,,,-264362.0625
1431963045.476478,5/18/2015 18:30:45.476,,,,,,,,,,,,,,,,-264360.96875
1431963045.4842906,5/18/2015 18:30:45.484,,,,,,,,,,,,,,,,-264361.375
1431963045.492103,5/18/2015 18:30:45.492,,,,,,,,,,,,,,,,-264361.3125
1431963045.4999156,5/18/2015 18:30:45.499,,,,,,,,,,,,,,,,-264360.96875
1431963045.507728,5/18/2015 18:30:45.507,,,,,,,,,,,,,,,,-264362.0625
1431963045.5155406,5/18/2015 18:30:45.515,,,,,,,,,,,,,,,,-264360.96875
1431963045.523353,5/18/2015 18:30:45.523,,,,,,,,,,,,,,,,-264361.375
1431963045.5311656,5/18/2015 18:30:45.531,,,,,,,,,,,,,,,,-264361.3125
1431963045.538978,5/18/2015 18:30:45.538,,,,,,,,,,,,,,,,-264360.96875
1431963045.5467906,5/18/2015 18:30:45.546,,,,,,,,,,,,,,,,-264362.0625
1431963045.554603,5/18/2015 18:30:45.554,,,,,,,,,,,,,,,,-264360.96875
1431963045.5624156,5/18/2015 18:30:45.562,,,,,,,,,,,,,,,,-264361.34375
1431963045.570228,5/18/2015 18:30:45.570,,,,,,,,,,,,,,,,-264361.3125
1431963045.5780406,5/18/2015 18:30:45.578,,,,,,,,,,,,,,,,-264360.96875
1431963045.585853,5/18/2015 18:30:45.585,,,,,,,,,,,,,,,,-264362.0625
1431963045.5936656,5/18/2015 18:30:45.593,,,,,,,,,,,,,,,,-264360.96875
1431963045.601478,5/18/2015 18:30:45.601,,,,,,,,,,,,,,,,-264361.34375
1431963045.6092906,5/18/2015 18:30:45.609,,,,,,,,,,,,,,,,-264361.34375
1431963045.617103,5/18/2015 18:30:45.617,,,,,,,,,,,,,,,,-264360.96875
1431963045.6249156,5/18/2015 18:30:45.624,,,,,,,,,,,,,,,,-264362.125
1431963045.632728,5/18/2015 18:30:45.632,,,,,,,,,,,,,,,,-264360.96875
1431963045.6405406,5/18/2015 18:30:45.640,,,,,,,,,,,,,,,,-264361.34375
1431963045.648353,5/18/2015 18:30:45.648,,,,,,,,,,,,,,,,-264361.34375
1431963045.6561656,5/18/2015 18:30:45.656,,,,,,,,,,,,,,,,-264360.96875
1431963045.663978,5/18/2015 18:30:45.663,,,,,,,,,,,,,,,,-264362.125
1431963045.6717906,5/18/2015 18:30:45.671,,,,,,,,,,,,,,,,-264360.96875
1431963045.679603,5/18/2015 18:30:45.679,,,,,,,,,,,,,,,,-264361.3125
1431963045.6874156,5/18/2015 18:30:45.687,,,,,,,,,,,,,,,,-264361.34375
1431963045.695228,5/18/2015 18:30:45.695,,,,,,,,,,,,,,,,-264360.96875
1431963045.7030406,5/18/2015 18:30:45.703,,,,,,,,,,,,,,,,-264362.125
1431963045.710853,5/18/2015 18:30:45.710,,,,,,,,,,,,,,,,-264360.96875
1431963045.7186656,5/18/2015 18:30:45.718,,,,,,,,,,,,,,,,-264361.3125
1431963045.726478,5/18/2015 18:30:45.726,,,,,,,,,,,,,,,,-264361.375
1431963045.7342906,5/18/2015 18:30:45.734,,,,,,,,,,,,,,,,-264360.96875
1431963045.742103,5/18/2015 18:30:45.742,,,,,,,,,,,,,,,,-264362.125
1431963045.7499156,5/18/2015 18:30:45.749,,,,,,,,,,,,,,,,-264360.96875
1431963045.757728,5/18/2015 18:30:45.757,,,,,,,,,,,,,,,,-264361.3125
1431963045.7655406,5/18/2015 18:30:45.765,,,,,,,,,,,,,,,,-264361.375
1431963045.773353,5/18/2015 18:30:45.773,,,,,,,,,,,,,,,,-264360.96875
1431963045.7811656,5/18/2015 18:30:45.781,,,,,,,,,,,,,,,,-264362.125
1431963045.788978,5/18/2015 18:30:45.788,,,,,,,,,,,,,,,,-264361
1431963045.7967906,5/18/2015 18:30:45.796,,,,,,,,,,,,,,,,-264361.3125
1431963045.804603,5/18/2015 18:30:45.804,,,,,,,,,,,,,,,,-264361.375
1431963045.8124156,5/18/2015 18:30:45.812,,,,,,,,,,,,,,,,-264360.9375
1431963045.820228,5/18/2015 18:30:45.820,,,,,,,,,,,,,,,,-264362.09375
1431963045.8280406,5/18/2015 18:30:45.828,,,,,,,,,,,,,,,,-264361
1431963045.835853,5/18/2015 18:30:45.835,,,,,,,,,,,,,,,,-264361.3125
1431963045.8436656,5/18/2015 18:30:45.843,,,,,,,,,,,,,,,,-264361.4375
1431963045.851478,5/18/2015 18:30:45.851,,,,,,,,,,,,,,,,-264360.9375
1431963045.8592906,5/18/2015 18:30:45.859,,,,,,,,,,,,,,,,-264362.09375
1431963045.867103,5/18/2015 18:30:45.867,,,,,,,,,,,,,,,,-264361
1431963045.8749156,5/18/2015 18:30:45.874,,,,,,,,,,,,,,,,-264361.28125
1431963045.882728,5/18/2015 18:30:45.882,,,,,,,,,,,,,,,,-264361.4375
1431963045.8905406,5/18/2015 18:30:45.890,,,,,,,,,,,,,,,,-264360.96875
1431963045.898353,5/18/2015 18:30:45.898,,,,,,,,,,,,,,,,-264362.0625
1431963045.9061656,5/18/2015 18:30:45.906,,,,,,,,,,,,,,,,-264361.03125
1431963045.913978,5/18/2015 18:30:45.913,,,,,,,,,,,,,,,,-264361.28125
1431963045.9217906,5/18/2015 18:30:45.921,,,,,,,,,,,,,,,,-264361.4375
1431963045.929603,5/18/2015 18:30:45.929,,,,,,,,,,,,,,,,-264360.9375
1431963045.9374156,5/18/2015 18:30:45.937,,,,,,,,,,,,,,,,-264362.0625
1431963045.945228,5/18/2015 18:30:45.945,,,,,,,,,,,,,,,,-264361
1431963045.9530406,5/18/2015 18:30:45.953,,,,,,,,,,,,,,,,-264361.25
1431963045.960853,5/18/2015 18:30:45.960,,,,,,,,,,,,,,,,-264361.46875
1431963045.9686656,5/18/2015 18:30:45.968,,,,,,,,,,,,,,,,-264360.9375
1431963045.976478,5/18/2015 18:30:45.976,,,,,,,,,,,,,,,,-264362.0625
1431963045.9842906,5/18/2015 18:30:45.984,,,,,,,,,,,,,,,,-264361
1431963045.992103,5/18/2015 18:30:45.992,,,,,,,,,,,,,,,,-264361.28125
1431963045.9999156,5/18/2015 18:30:45.999,,,,,,,,,,,,,,,,-264361.4375
1431963046.007728,5/18/2015 18:30:46.7,,,,,,,,,,,,,,,,-264360.9375
1431963046.0155406,5/18/2015 18:30:46.15,,,,,,,,,,,,,,,,-264362.0625
1431963046.023353,5/18/2015 18:30:46.23,,,,,,,,,,,,,,,,-264360.96875
1431963046.0311656,5/18/2015 18:30:46.31,,,,,,,,,,,,,,,,-264361.25
1431963046.038978,5/18/2015 18:30:46.38,,,,,,,,,,,,,,,,-264361.46875
1431963046.0467906,5/18/2015 18:30:46.46,,,,,,,,,,,,,,,,-264360.9375
1431963046.054603,5/18/2015 18:30:46.54,,,,,,,,,,,,,,,,-264362.0625
1431963046.0624156,5/18/2015 18:30:46.62,,,,,,,,,,,,,,,,-264361.03125
1431963046.070228,5/18/2015 18:30:46.70,,,,,,,,,,,,,,,,-264361.28125
1431963046.0780406,5/18/2015 18:30:46.78,,,,,,,,,,,,,,,,-264361.46875
1431963046.085853,5/18/2015 18:30:46.85,,,,,,,,,,,,,,,,-264360.96875
1431963046.0936656,5/18/2015 18:30:46.93,,,,,,,,,,,,,,,,-264362
1431963046.101478,5/18/2015 18:30:46.101,,,,,,,,,,,,,,,,-264361
1431963046.1092906,5/18/2015 18:30:46.109,,,,,,,,,,,,,,,,-264361.25
